智慧公交,http://app.mi.com/details?id=com.ezg.smartbus,智慧公交是让您在公交车上用手机就能与公交屏免费互动的社交软件： 1、我要上屏即时表白 全城示爱 发弹幕、发全幕 2、安全免费的一键wifi 3、看屏摇当连接上该公交上e宅购智慧公交wifi即可参与实时公交屏摇一摇活动 4、每日签到金币、看广告赚金币 5、实时公交、站点查询 6、我要免单 更多功能敬请期待!!!
全能扫描王,http://app.mi.com/details?id=com.lixiangdong.textscanner,全能扫描王-扫描宝是一款能够将书籍、名片、照片中的图片文字识别提取出来OCR文字识别软件，也是一款能够将扫描翻译的全能扫描仪。可以简单方便的将图片文字转换成文本文字，免除了手动输入排版的麻烦；也可以快速的扫描文档，照片等各种文件，将他们直接转成PDF格式保存或打印。
大粮宝,http://app.mi.com/details?id=com.daliang.daliangbao,大粮宝是一款易操作，便捷高效的粮食记录管理工具。作为你的第二大脑，大粮宝可以帮助你更高效的管理粮食的出入粮数据。一站式完成对出入粮的记录、保存、统计和查询；成为你高效的管理助手。
HiAi,http://app.mi.com/details?id=com.zwcode.hiai,HiAi是一款基于P2P技术的视频传输软件，支持接入IPC/NVR/DVR等多种类型设备。 包含有设备管理、视频预览、视频回放等主要功能。 此外，还支持国内外设备报警实时推送，优化客户体验的三方登陆，文件管理与分享，收藏等特色功能 在体验上，设备列表可以定时自动更新设备预览的图片不用手动去预览，在预览界面可以预览和回放自由 切换，在设备配置方面也有强大详尽的配置项提供客户自定义调试 更多功能欢迎下载来体验
弹幕有图,http://app.mi.com/details?id=milukun.flutter_app,弹幕有图 V1.1
惠油通,http://app.mi.com/details?id=com.ldkj.huiyoutong,惠油通—中石油、中石化加油套餐充值低至7.5折
SUN2000,http://app.mi.com/details?id=com.huawei.inverterapp,SUN2000 是一个手机应用软件，通过蓝牙与逆变器或数据采集器进行通信，实现实时状态监控、告警查询、参数配置、日志下载、点检、巡检、直流输入检测、固件升级等日常维护的功能，属于轻量化的近端维护平台。 实时状态监控：及时掌握逆变器、数据采集器实时状态； 告警查询：操作简便的告警浏览功能、灵活的告警查询机制，可快速获取故障定位信息，及时采取应对措施，提升用户故障管理运维效率。 参数配置：简便安全的参数配置，更可通过数据采集器实现一站式统一配置； 日志下载：提供日志清单以供用户选择下载，灵活简单，方便用户分析问题； 点检;抽查终端信号并确保交流继电器的保护值等于预置保护值 巡检：定期组织逆变器健康体检及时排除安全隐患； 直流输入检测：开局前接线安全检测有效规避安全事故的发生; 固件升级：直接从手机中选取升级包对逆变器升级。
志愿东营区,http://app.mi.com/details?id=com.fosung.volunteer_dy,东营区志愿者APP包括志愿者注册、志愿团体创建及发布、志愿活动招募、志愿者参与活动打卡等功能，对志愿者参与的活动进行有效统计并管理。同时通过志愿培训及志愿动态等板块，使志愿者实时了解东营区志愿服务的动态。
简约时钟,http://app.mi.com/details?id=com.benjamin.clock,-这款神器除了可以做床头钟
YCC365,http://app.mi.com/details?id=com.ycc365closeli.ali,YCC365 App，配合摄像头硬件使用，您可以轻松查看家里、商铺、办公室等场所的实时视频、云端录像；您可以即时接收您所关注场所的异常事件报警通知，采取安全防护措施。
Like不花冤枉钱,http://app.mi.com/details?id=com.gengmei.alpha,Like是一个优质时尚生活分享社区，这里有齐全的种草榜单，时尚达人分享给你变美建议，为每个爱美者定制专属于你的变美榜单。
船货宝,http://app.mi.com/details?id=com.sunnet.shipcargo,1.内河货船码头报到；
小凯智能,http://app.mi.com/details?id=com.xiaokai.xiaokaizhineng,小凯智能是小凯智能硬件管理平台。通过小凯智能，你可以使用蓝牙功能对小凯智能门锁进行操控。除此之外，你还可以在软件中对蓝牙开锁、密码、指纹、卡片等开锁方式进行管理，查询开锁记录和报警信息。小凯智能，全方位掌握门锁安全，让智能生活从掌中开启。
Candtu,http://app.mi.com/details?id=com.zlgcloud.candtu,CANDTU多被应用在行驶的汽车和列车上，长时间存储CAN报文数据，便于用户事后分析、排查故障。CANDTU客户端接入云服务器后，可以在APP端远程接收设备数据、远程配置设备以及统计设备数据。
查八字,http://app.mi.com/details?id=com.jiazimao.chabazi,查八字 APP，全球领先的八字算命软件。
一键去视频水印,http://app.mi.com/details?id=com.hidedd.vtxixihawater,视频水印一键提取，高清还原；
Hibaby,http://app.mi.com/details?id=com.ihuada.hibaby,通过音频口或音频蓝牙连接一个智能胎心仪或麦克风，获取胎儿心跳声音或者成人心跳声音来计算每分钟的心率，应用可存储音频数据以及心率的趋势图形并通过社交软件分享到您的好友，朋友圈。如果您拥有可直接连接到手机的智能胎心仪设备，那么您可获得最佳的胎儿心跳声音数据以及最准确的胎儿心率趋势图；如果您只拥有一个传统的胎心仪设备，那么您也可以通过连接麦克风到手机并把麦克风放置到播放胎心音的喇叭附近间接获取胎儿心跳声音来计算心率；
WiFi信号增强器,http://app.mi.com/details?id=com.syezon.wifi,WiFi信号增强器是一款专业的增强Wi-Fi网络信号、释放内存、优化硬件，管理Wi-Fi账号的APP工具。软件通过解锁手机设备、自动校准无线模块等原理，让在使用中的WiFi信号可增强30%以上，是你出差，旅游，办公的小助手！
XRServer,http://app.mi.com/details?id=com.standardar.mxrserver,SenseAR由商汤科技研发，针对不同移动设备的AR功能和服务解决方案。
TairSpeed,http://app.mi.com/details?id=com.TairSpeed.jianzhu,"TairSpeed是一款简单易用且精准测试的测网速工具，一键解决3G,4G,WIFI网络测速。让您随时随地查看当前网络状态。"
小奕语音助手,http://app.mi.com/details?id=com.yideng168.smartvoice,小奕语音，一款功能强大的语音助手，旨在减少用户对手机的重复操作，提供一种更加便捷有效的操作方式。目前集成了以下几个模块的功能：语音唤醒模块（小奕小奕，你好小奕，小奕你好）；自动化执行模块（模拟用户手势操作）；自定义指令模块（用户自由设置执行内容）；悬浮菜单模块（手机所有复杂功能均可定制到悬浮菜单，实现一键直达）；智能助手模块（自动识别用户指令，执行对应的操作）。
北斗骑仕,http://app.mi.com/details?id=com.carfi.eletoB,北斗骑仕是一款针对电动车的基于GPS定位系统、北斗定位系统的车辆位置服务软件，适用于提供对公司车辆，家庭个人车辆的防盗和监控服务。
达目标-打卡签到,http://app.mi.com/details?id=com.small.target,时间管理、打卡签到、目标计划、改变从现在开始！
美易,http://app.mi.com/details?id=com.meiyi.wallpaper,图图圈， 图片馆 ，名片制作，CQY扩列
财神驾道,http://app.mi.com/details?id=com.czh.staff,【介绍】
沃克校园,http://app.mi.com/details?id=com.jiaofeimanger.xianyang.jfapplication,本应用是面向高校学生，方便其学校生活的管理软件。本期核心服务有，学院动态，电子学生证，失物招领，缴学费，其他费用，智能电表。学生可实时接收到校园资讯，可以轻而易举的进行开学报道，可以足不出户为自己的宿舍缴纳电费等。
惠宠采购,http://app.mi.com/details?id=io.dcloud.UNI21D5374,惠宠采购致力于改善宠物行业经营者采购环境，提升采购效率，目前经营拜耳、梅里亚、辉瑞、维克、金盾、朗博特等大品牌上千款产品，并持续发掘严选新品牌新产品。惠宠采购尊重市场规则遵循厂家定价体系，联合各品牌推出多种优惠活动直接让利宠物医院，真正做到“采购上惠宠，省心更省钱”！
汇率换算,http://app.mi.com/details?id=com.zhima.currency,支持全球主要国家货币汇率换算，汇率即时查询！
应用多开宝,http://app.mi.com/details?id=com.smallyin.moreopen,应用分身（分身应用大师）：游戏应用一键多开！ 【功能特色】 更安全稳定、高效的应用分身、多开小号工具； 全新技术，适配新系统，防止封号； 一部手机，实现主流应用多账号同时在线； 小号再多，每一个分身的体验都和原应用一致； 分身重置，使用出现问题，一键免费重开分身！ 【强大性能】 同一手机，多个账号；同一应用，分身多开； 社交应用多开，还是外卖商家版，都能做到各小号之间互不干扰，独立运行，给你多一个选择； 银行app多开，让你多账号实时了解资金信息；电商多开，让你买东西隐私更好保护； 游戏多开，让你挂机升级更方便！ 总之，全网底价，每一次多开都给你打开一个新世界！
路由器wifi管家,http://app.mi.com/details?id=com.lixiangdong.wifimanagement,"路由器WiFi管家是一款专业的wifi密码安全网络检测保护工具，简单好用的防蹭网、测网速WiFi伴侣！WiFi管家能为你实时进行网络测速和监控IP地址，保障你的路由器网速和WiFi密码安全。查看WiFi连接设备和数量并对其进行管理的wifi连接管理器, 防蹭网的路由器管家和WiFi管家。"
全能视频模板,http://app.mi.com/details?id=shipinmoban.com,全能视频模板是一款不可思议的视频制作软件，海量模板轻松搞定卡点视频，照片相册和音乐相册制作。图片+图片，图片+视频自由任意组合！多视频支持同时播放和依次播放，无需复杂操作，三步轻松搞定。
八字起名-起名软件,http://app.mi.com/details?id=com.ax1zv.bpn5s.hmg0,【八字起名-专业宝宝起名取名软件】
识妆,http://app.mi.com/details?id=com.lckj.sheyimaimzjd,快速鉴定各种口红、香水、粉底气垫、隔离粉饼、卸妆洁面、基础护肤、精华眼霜、面膜、美容仪、眼妆腮红等系列产品，覆盖90%美妆产品。
网络测试,http://app.mi.com/details?id=mellow.cyan.nettool,"1.不要问开发者怎么使用,这是开发人员人用的"
云擎,http://app.mi.com/details?id=com.jdyunqing.client,elite云擎是一款聚合搜索应用工具。依托于京东云计算为用户提供更快、更精准的一站式综合查询入口服务。产品的核心功能是基于关键词场景进行内容搜索、内容推荐与京东商品比价功能。
卓师兄,http://app.mi.com/details?id=com.auntec.zhuoshixiong,【卓师兄简介】
广东移动,http://app.mi.com/details?id=com.kingpoint.gmcchh,广东移动手机营业厅是中国移动广东有限公司官方专为中国移动广东用户打造的手机客户端。
凌度车生活,http://app.mi.com/details?id=cn.com.blackview.dashcam,此应用程序适用于行车记录仪。它用于在行车记录仪上播放和重放视频。并且可以同步行车记录仪数据，包括视频，图像和GPS，在手机上显示，以及将图像分享到社交平台。
Ai智通,http://app.mi.com/details?id=io.gitlab.aizhitong,Ai 智通，让外贸更轻松
跑街令,http://app.mi.com/details?id=com.yiparts.pjl,解析汽车车架号 VIN码 及与之对应的零件，含有全球各大主流汽车品牌车架库
LED灯牌显示屏弹幕,http://app.mi.com/details?id=com.cn.runzhong.ledshow,★LED灯牌，LED显示屏，LED跑马灯，大字幕，滚动字幕，跑马灯屏，支持多种颜色、速度、背景特效、音效等选择。
红手指,http://app.mi.com/details?id=com.redfinger.app,红手指手游助手，离线托管，让游戏24小时在线，你的另一台虚拟手机！无需root，即可实现手游离线托管、离线多开、离线自动打怪等多样便捷应用，用红手指云手机退出程序，即使手机关机、网络掉线，也能让游戏24小时随时随地在线升级，全面超越各种传统安卓模拟器，远程控制让游戏超流畅零卡顿！
视频彩铃-铃声视频制作,http://app.mi.com/details?id=com.zsyj.videocall,【视频彩铃】定制个性彩铃来电桌面，免费使用，给你不一样的来电体验。
Boss直聘,http://app.mi.com/details?id=com.hpbr.bosszhipin,Boss直聘专注招聘求职找工作APP，求职者与招聘者精准匹配，高速查看。随时随地，直接开聊。聊爽就约 ，拍板快，入职快。
物流钱包,http://app.mi.com/details?id=com.transfar.logisticswallet,物流钱包App由传化智联、TMS联合打造，是一款服务于商贸与物流企业之间的线上综合服务平台。
天气说,http://app.mi.com/details?id=com.istrong.t7so,天气说APP是一款提供气象生活服务的APP。
估估宝,http://app.mi.com/details?id=com.example.gugubao,想起闲置，想起估估宝！你提交订单，估估宝上门回收，还有等价值估豆发放！估豆在估估宝合作折扣商铺消费，可享受折扣！
龙管家,http://app.mi.com/details?id=com.rwy.ui,龙管家APP，支持全国30000家网吧，服务超过1000万网民！为了更好地让网吧/网咖的上网用户快速上机，节约激活、输入、上机的时间。使用户的休闲娱乐时间更加充裕。
婴友智能供应商,http://app.mi.com/details?id=com.zhalinlin.xin,婴友智能供应商APP是一款针对母婴供应商的管理工具，可用来管理市场人员的销售业绩、制定提成任务；市场人员也可通过APP实时查看当前任务的完成情况，以及管理旗下门店。
芝麻代理IP,http://app.mi.com/details?id=com.sesame.proxy,芝麻代理动态IP是一款稳定高速的国内动态adsl拨号换IP软件。
九师热电,http://app.mi.com/details?id=com.northpower.northpower,"随着我国经济的迅猛发展,人们对用电需求以及服务质量要求不断提高,传统的抄表、核算、电费回收管理模式已经跟不上时代的脚步,弊端日益突显。只有对传统管理方式进行创新，提高电费抄核收的工作效率，才能不断适应社会的发展和用电客户的需求。本文将对电费抄核收管理现状进行分析，同时针对现状所存在的问题进行解决，增强标准化、科学管理的水平。以往用户在交电费暖费时需要到当地相应的缴费网点实时缴费，不仅对用户造成不方便，也是造成人力资源的浪费，不利于企业的持续性发展和用户的管理，客户和公司经营管理者的之间的交流也比较少。一款可实现用户自助缴费，了解公司管理政策的软件时迫切需求。"
恋爱攻略-聊天宝典,http://app.mi.com/details?id=com.chatbook.helper,想脱单；不知道女生对你有没有意思？不懂如何聊天，和女生总是尬聊，没话题，女生不愿意继续跟你聊下去；见到喜欢的女孩不敢跟她说话；总是被拒绝；被嘲讽直男癌；被发好人卡；女友生气了不知道怎么哄。
车查查,http://app.mi.com/details?id=com.goocar.checc,车查查：查车架、查违章、查历史维保、查车档、查车源、查估价、查车辆状态、查保险出险记录、查车金融风控分等。查车辆相关信息就用车查查。
WF国际服,http://app.mi.com/details?id=dys.com.warframe,本软件为付费软件，所有功能需付费8元后使用，请勿错误下载，另，该软件为一次性付费，里面不再存在任何内购项目
火币钱包,http://app.mi.com/details?id=com.huobionchainwallet,火币钱包是一款专业、安全的多币种数字货币钱包。依托火币集团的技术实力，提供便捷可靠的数字资产管理服务。提供比特币、以太币、EOS、IOST、波场等十多种数字货币的存储及转账。
lockinu,http://app.mi.com/details?id=job.lockin.China,LockinU是一款针对全球青年人才的职业发展的APP，为具有海外背景的青年人才提供在全球范围中的职业发展机会。 LockinU可以根据用户的背景特点，为用户精准锁定符合背景特点、以及其可以胜任的职位，节约用户大量查找、筛选职位的时间，也减少用户投递与自己背景不相符的职位，不至于浪费大量时间在“无效”投递上，有效提高求职的成功率。 同时LockinU可以锁定用户所在的国家甚至城市，为其提供在目标范围中最多的符合其特点的职位，方便快捷搜索“有效”职位。 用户还可以收到企业端对其发出的职位邀请，不用时时查找新工作，随时收到更好的职业发展机会
手互,http://app.mi.com/details?id=com.weichong.handline,致力于为用户提供更安全、极致便捷的有趣新方式，用户只需在线下手赋终端采集掌心经络信息形成独一无二的“个人ID”完成注册。在线聊天im，支持消息类型包括文字，图片，语音，地理位置，群聊天，通讯录，添加手互好友；门禁服务功能包括蓝牙功能，刷手开门功能；
自走魔盒,http://app.mi.com/details?id=com.littlestrong.acbox,自走魔盒支持：王者模拟战、皇家骑士自走棋、刀塔霸业、云顶之弈、刀塔自走棋、多多自走棋、赤潮自走棋等多种自走棋系列游戏，是一款自走棋类游戏的吃鸡攻略分享社区。 阵容：王者模拟战、皇家骑士自走棋、刀塔霸业、云顶之弈、刀塔自走棋、多多自走棋、赤潮自走棋，提供实用的阵容搭配作为参考，并有各路大神分享自己的独门阵容。 社区：向朋友们分享你的天胡时刻！ 棋盘：模拟阵容，计算阵容羁绊，查看英雄简要信息。 头条：自走棋更新信息，自走棋攻略详情
垃圾清理,http://app.mi.com/details?id=com.wechatcleanmoster,手机卡顿？各种清理大师助手管家也清理不彻底？垃圾清理大师，一键内存清理，手机清理。
抖城商家,http://app.mi.com/details?id=com.jianxin.doucitybusiness,【服务特色】
高山救援,http://app.mi.com/details?id=com.longcai.gaoshan,高山汽修救援APP是司机的行车保护神，全国唯一道路救援平台，24小时全天候服务，拥有专业的精品修配厂，无论何时您遇到救援都可以使用APP自助快捷一键救援，语音描述让您更快速便捷说出您的需求，特色全国联合服务让司机朋友异地维修得到无忧保证 ，可以放心的平台，高山救援致力于构建救援需求者与救援提供者之间的桥梁，高山救援专注于汽车故障救援信息共享，我们是汽车救援维修搜索引擎的服务性平台，是全功能汽车道路救援APP应用平台。
志愿辽宁,http://app.mi.com/details?id=org.zyln.volunteer,本产品是辽宁省青年志愿者协会授权辽宁鑫天下实业有限公司出资并运营的集志愿者注册、招募、管理、发布活动、开展活动、志愿服务时长记录、志愿服务报告打印等，针对全省注册志愿者的管理系统
家富宝,http://app.mi.com/details?id=com.jiafubao.jfb,"家富宝APP,是针对中国大陆消费者与商家的结算工具。具有锁客拓客和记账分账功能，用于日常消费结算，使用方便、快捷，能随时查阅消费者与商家交易记录。当消费者完成一定消费金额时，即自动获取排队奖励编号，当消费者排名到首位时，即自动获得商家一定金额的消费奖励。这既是一款实实在在为消费者带来实惠的计算工具，又是帮助商家锁定客源、拓展消费的有效载体。"
币查查,http://app.mi.com/details?id=com.bichacha.android,区块链、比特币实时行情查询、社区交流软件，查项目、查行情、查老板、查风险，尽在币查查。
企迈助手,http://app.mi.com/details?id=com.qimai.zs,企迈云商是可自由拼装的新零售、saas平台，是通过建立多场景的线上营销渠道，以大数据云平台为核心，以智能 支付终端为半径，连接线下实体门店， 实现商品、会员、交易、营销 等数据的共融互通，提供惠及多行业门店线上线下无缝对接的新零售解决方案。
微商相册,http://app.mi.com/details?id=com.truedian.dragon,微商相册是一款既方便你自己，也方便你的代理的云共享相册。它具备云端存储、团队协作共享功能。手机照片也可以通过share extension同步至微商相册。还能自动生成微信小程序商城哦。
FaceApp,http://app.mi.com/details?id=io.faceapp,人工智能一键变脸！
微信聊天记录恢复,http://app.mi.com/details?id=com.wechat.qx.green,方便快捷，简单好用! 微信聊天记录恢复无须专业人士指导，傻瓜式操作，一键扫描即可找回! 删除前没有备份也没有关系，只需简单操作即可完成微信聊天记录恢复。 微信聊天记录恢复步骤： 1、打开软件备份数据。（选择微信就可以了哦！） 2、扫描备份文件，完成即可恢复微信聊天记录 功能： 1、支持误删微信聊天记录恢复 2、支持误删微信图片恢复 3. 支持误删微信视频恢复
盛POS,http://app.mi.com/details?id=com.eeepay.eeepay_shop_spos,盛POS集刷卡、快捷支付、扫码支付、云闪付、银联二维码多种支付方式于一机，商户能实时查看交易明细，轻松掌握店铺运营状况。
村村享,http://app.mi.com/details?id=com.gsww.unify,村村享是加强农村基层党建、提升乡村治理、改善人居环境、便捷百姓生活的综合信息化应用。通过打通乡村服务最后一公里，全面推进信息进村入户，依托“互联网+”推动公共服务向农村延伸，助推实施数字乡村战略。
测速大师-5G测速,http://app.mi.com/details?id=com.syezon.lab.networkspeed,测速大师，一款集网络测速、网络情况跟踪和专业网络测试为一体的专业型测速软件。不用再为怎么测手机网速，怎么测试宽带速度烦恼！
猎多多,http://app.mi.com/details?id=com.thetiger.ldd.android,猎多多是专注于【社交约面】的精英人才招聘神器。猎多多以“人”为核心，通过社交约面的方式，让候选人和老板直接面谈，为中高端候选人提供更高效的求职面试服务，为招聘企业提供更多优质互联网精英人才。
骑管家,http://app.mi.com/details?id=com.comtime.smartridehouse,骑管家APP是一款提供电动车智能蓝牙防盗报警的APP，配合骑管家开发的智能蓝牙报警器，可通过APP使用手机操控车辆，另外可以通过添加匹配智能蓝牙外设增加不同功能，使得电动车更加智能化。APP兼容所有的含有蓝牙的手机，为广大电动车用户提供保障和便捷服务。
小黄狗回收员,http://app.mi.com/details?id=com.ps.recycling2b,应用描述
拍立播,http://app.mi.com/details?id=com.guoxiaomei.plb,应用介绍文案
搜狗浏览器,http://app.mi.com/details?id=sogou.mobile.explorer,"搜狗手机浏览器,依托搜狗人工智能、大数据处理等核心技术，提供丰富的内容资源和强大搜索能力，带给您全新的上网搜索体验。全新内核升级，让您的手机上网“飞”起来！"
E手签,http://app.mi.com/details?id=com.kinsec.esignfj,E手签是福建省面向公众提供的电子认证服务工具，是福建数字证书中心个人证书应用工具，是电子证照移动端应用的重要支撑。
市民通,http://app.mi.com/details?id=cn.com.egova.publicinspectkaifeng,开封市民通是开封市城市数字化管理监督指挥中心专门为市民和游客打造的“互联网+城市管理”的 APP系统平台，能在一定程度和范围内满足政府、企业、市民生产生活需求，是实现政府、企业、市民相互联系、沟通交流的桥梁和纽带。 市民通能实现全体市民随时将发现的城管问题、投诉建议、问题咨询等信息上报到市城市数字化管理监督指挥中心，中心将及时予以受理、派单和处置。同时市民通具有积分奖励、城管法规、办事指南等全民参与城市管理功能，还提供了公厕查找、旅游酒店、饮食、停车泊位、公交线路等生产生活便民服务。 为了鼓励市民参与城市管理，采取通过奖励话费、积分兑换等激励、推广措施，让它成为市民生活生活的帮手，体现城市让生活更美好；同时，引导居民热爱和维护好家园，积极参与到城市管理中来，让“城市管家-市民通”成为开封人民生活综合信息查询的窗口，最终达到“人民城市人民管，管好城市靠大家”的全民城管新模式。
专家宝,http://app.mi.com/details?id=com.huimice.zjb.zjb,【特色服务】
校园热水,http://app.mi.com/details?id=com.klcxkj.rs,1、登录成功后，有卡人员可进行绑定卡片，无卡人员可自助申卡
吉签起名-免费起名,http://app.mi.com/details?id=com.u69.wly9.c2kpx,吉签起名是根据宝宝的生辰八字、结合补益命理喜用五行辅以三才五格大吉搭配，传统周易算法为每一个宝宝起专属好名字。
Mosel,http://app.mi.com/details?id=com.zstime.lanzoom3,"这个应用程序可以连接到您的Lanzoom Mosel表可以让你的生活更加方便。 享受生活带来的美好； 我们的出发点是为了让手表融入现实化的生活，Lanzoom Mosel随着时代的变化不断创新、革新；它将成为您生活中的小助手“Hi,Lanzoom Mosel"""
益农商城,http://app.mi.com/details?id=com.gdynyp.seller,【数据中心】实时监控核心经营数据，帮助卖家掌握经营要点，提升工作效率。
手機管家,http://app.mi.com/details?id=com.zlkj.cjszgj,"极速手机管家是一款为安卓用户贴心打造的绿色、高效、轻量级软件,管家界面美观,功能实用，简单的操作界面，是您手机装机工具。手机管家让您的安卓手机更快、更安全。"
翼联守护,http://app.mi.com/details?id=com.qhly.kids,能打电话、定位的手表，无论你在哪里，家长马上能找到你。该app是与手表配合使用的，主要有以下几大功能：互打电话、定位：实时查看孩子的位置，让家长更安心；
国网恒大,http://app.mi.com/details?id=com.hd.smartCharge,国网恒大app是以人为中心，借助移动互联网、大数据、云计算和相关硬件打造的智能社区服务平台。国网恒大app打造一个生活便捷智能的汽车充电生态系统。国网恒大app，用科技助力汽车充电。
天天鉴宝,http://app.mi.com/details?id=com.yiding.jianhuo,天天鉴宝致力于为大家提供珠宝玉石、文玩把件等物品交流社区，集鉴定师、商家、爱好者与发烧友共聚一堂。让你的玉石文玩等宝贝与大咖无隔阂交流和展示。打造鉴定新概念，与专业鉴定师在线免费面对面交流鉴定，全方位数字化的鉴定评估，像手机跑分一样直观。我们还有源头直供的直播卖场。
清理助手,http://app.mi.com/details?id=com.whh.CleanSpirit,【极速扫描】强大的文件扫描引擎技术，只需几秒就能完成手机所有文件扫描。
潮州音字典,http://app.mi.com/details?id=com.czyzd.chaozhoudialectdictionary,1､潮州音字典，是潮汕人必备的实用工具。 2､收录潮汕多地口音：潮州音、汕头音、揭阳音、澄海音、饶平音、潮阳音、惠来音、普宁音等。 3､支持多字查询，支持按潮州话拼音、汉语拼音、汉字部首、汉字笔划数等条件查询。普通话和潮州话都有发音功能。 4､开发者投入近四年时间，精心打造，一字一音一义均手工收录。数据整合自多本潮语字典书，结合实际调查。 5､汕头电视台、潮州电视台分别于2015年、2016年报道过开发者的“潮州音字典”。 ☺联系我们☺ 官方网站：http://www.czyzd.com/ 官网微博：@潮州音字典微博 微信公众号：潮州音字典 联系邮箱：service@czyzd.com
锁见,http://app.mi.com/details?id=com.dodoiot.lockapp,"锁见是一款与实际生活应用相结合的APP。旨在通过掌中手机来开启智能生活！通过蓝牙对门锁进行操作，比如开门,发送密码，查看操作日志，授权给家人，密码管理等功能。从而让生活变得更加方便快捷！"
